Southall Travel,,Southall,,Travel agency,"203,106,814"
Alumet Systems (Uk),,Southam,,General construction,"13,403,607"
Biome Technologies,,Southampton,,Manufacture of plastic,"13,442,000"
Aap3,,Southampton,,Labour recruitment,"18,681,835"
Serenity Holidays,,Southampton,,Travel agencies and tour operators,"25,733,540"
Emmett Uk,,Spalding,,Salads,"39,285,000"
Moulton Bulb Company,,Spalding,,Processing and preserving of fruit and vegetables not elsewhere classified,"47,597,667"
Opal (Uk) Holdings,,St Albans,,Back office administration,"9,370,000"
Mack-Brooks Exhibitions,,St Albans,,Exhibitions,"13,350,699"
Merchant Rentals,,St Helens,,Financial leasing,"4,731,208"
Atg Access,,St Helens,,Security systems,"8,344,145"
Alfred H. Knight Holdings,,St Helens,,Technical testing and analysis,"47,271,758"
Move With Us,,St Ives,,Business and management consultancy activities,"41,582,707"
All Leisure Group,,St Ives,,Travel agencies and tour operators,"82,606,000"
Drallim Industries,,St Leonards-On-Sea,,Emergency monitoring systems,"6,093,867"
Keycom,,Stafford,,Telecoms services,"6,138,000"
Stamford Group,,Stalybridge,,Manufacturer of plastic,"61,020,000"
E Bowman And Sons,,Stamford,,General construction and civil engineering,"14,027,218"
Norwood Ravenswood,,Stanmore,,Charity for people with learning disabilities,"34,023,000"
City & Country Group,,Stansted,,General construction and civil engineering,"11,453,780"
James Frews,,Stevenston,,Housing maintenance,"20,480,946"
Castle View International Holdings,,Stirling,,Sports centre management,"78,571,813"
Trad Hire & Sales,,Stockport,,General construction and civil engineering,"15,667,245"
Lancaster Partners (Holdings),,Stockport,,Advertising,"2,766,000"
Servicepower Technologies,,Stockport,,Aim listed,"18,255,000"
LJJ,,Stockton-On-Tees,,Installation of electrical wiring and fittings,"26,713,667"
The Clinkard Group,,Stockton-On-Tees,,Shoes retailer,"32,133,000"
Bet365 Group,,Stoke-On-Trent,,Gambling and betting activities,"419,750,000"
Analox,,Stokesley,,Gas sensors,"5,083,419"
Redwood Health Care,,Stourbridge,,Care Homes,N/A
Apex Credit Management,,Stratford-Upon-Avon,,Debt purchaser,"24,007,000"
Retirement Security,,Stratford-Upon-Avon,,Sheltered housing,"4,794,997"
Ecotricity Group,,Stroud,,Distribution and trade in electricity,"36,902,624"
Cotswold Care,,Stroud,,Hospice,"1,839,238"
London Residential Healthcare,,Surbiton,,Development and selling of real estate,"21,372,376"
Notonthehighstreet Enterprises,,Surrey,,Online craft gifts,N/A
H & T Group,,Sutton,,AIM-listed Pawnbroker,"126,397,000"
Smith And Byford,,Sutton,,General construction and civil engineering,"20,694,813"
A24 Group,,Sutton,,Labour recruitment,"65,173,912"
Door-Stop International,,Sutton-in-Ashfield,,Composite doors,"13,009,000"
Dawnus,,Swansea,,General construction and civil engineering,"77,558,000"
Cyden,,Swansea,,Beauty and health company,N/A
Ubiquisys,,Swindon,,Femtocell developer,"11,481,000"
Drayton Manor Park,,Tamworth,,Theme Park operator,"16,602,884"
Bmt Group,,Teddington,,Engineering consultancy,"142,210,000"
Va Technology,,Telford,,Robotics,"8,655,609"
Entanet International,,Telford,,Telecoms leasing,"27,215,478"
Coinstone,,Tetbury,,Milling,"18,157,322"
Calcot Health & Leisure Company,,Tetbury,,Hotel and leisure facilities,"8,758,245"
Meetingzone,,Thame,,Audio and web conferencing services,"9,871,942"
Xtrac,,Thatcham,,Transmission systems,"29,965,113"
Thomas Hardy Holdings,,Theale,,Manufacture of beer,"37,085,000"
All Steels Trading,,Thirsk,,Steel sections,"25,087,685"
Victrex,,Thornton-Cleveleys,,Peek polymer production,"189,473,000"
Uniserve,,Tilbury,,Freight forwarder,"55,957,756"
Romatech,,Tilbury,,Project management services,"23,735,246"
Norman Collett,,Tonbridge,,Fruit marketing (apples),N/A
"Kent, Surrey & Sussex Air Ambulance Trust",,Tonbridge,,Human health activities,"4,822,105"
Rowcroft House Foundation,,Torquay,,Medical practice activities,"6,602,770"
Search Press,,Tunbridge Wells,,Publisher,"3,369,961"
AVM,,Twickenham,,Audio visual services,"34,785,000"
Newfield IT,,Twickenham,,Printing solutions,N/A
Hvr International,,TYNE AND WEAR,,High Voltage resisters,"9,691,388"
Martin-Baker Aircraft Co,,Uxbridge,,Ejector seats,"178,114,000"
Webb One,,Uxbridge,,McDonald's franchise chain,"14,842,480"
Sharp'S Brewery,,Wadebridge,,Manufacture of beer,"16,134,942"
Card Factory,,Wakefield,,Greeting cards,"209,453,000"
Efb Holdings,,Walsall,,Wines and spirits distributor,"112,881,277"
First Personnel Services,,Walsall,,Labour recruitment,"29,435,093"
Azzurri Communications,,Walsall,,Telecoms services,"141,056,000"
Hill Holdings,,Waltham Abbey,,Letting of own property,"135,211,000"
Reynolds Catering Supplies,,Waltham Cross,,Food wholesaler,"113,927,000"
Mpg Group (Holdings),,Waltham Cross,,Building fit out specialists,"24,239,000"
Goldcroft Properties,,Waltham Cross,,Installation of electrical wiring and fittings,"21,595,472"
Whelan & Grant (Holdings),,Walton-On-Thames,,General construction and civil engineering,"15,544,080"
Brancaster Care Homes,,Warrington,,Hospital activities,"5,484,935"
Impello,,Warwick,,Telecoms services,"60,536,873"
Walker Filtration,,Washington,,Air filters and pumps,"16,735,899"
Money Debt & Credit Group,,Watford,,Debt management,"4,426,000"
Brighthouse,,Watford,,Household goods retailer,"197,327,000"
Teleadapt,,Watford,,High Speed Internet Access connectivity,"11,377,106"
Prism Power,,Watford,,Switchgear systems,N/A
Lowe & Fletcher,,Wedensbury,,Lock and key maker,"52,905,544"
Teme Valley Tractors (Welshpool),,Welshpool,,Tractor dealers,"4,559,497"
Bounty (Uk),,Welwyn Garden City,,Pregnancy and parenting club,"30,292,000"
Teaching Personnel,,Welwyn Garden City,,Supply teacher recruiter,"46,337,000"
Euro Car Parts,,Wembley,,Car parts,"271,561,596"
First Artist Corporation,,Wembley,,Artistic and event management,"73,817,000"
Mizen Properties,,Wembley,,Development and selling of real estate,"28,439,642"
Stanford Industrial Concrete Flooring,,West Bromwich,,Special construction trades,"6,852,260"
Insultec,,West Drayton,,Insulation work activities,"13,329,612"
Aston Scott Group,,West Malling,,Non-life insurance,"8,870,433"
Agm Holdings,,Weston-Super-Mare,,Business services,"8,201,691"
Audley Travel Group,,Whitney,,Travel agencies and tour operators,"53,670,116"
Plastic Extruders,,Wickford,,Plastic matts and packaging,"8,218,416"
Link Oil & Gas Professionals,,Wigan,,Business and management consultancy activities,"47,673,545"
Poundland,,Willenhall,,Discount stores,"509,791,000"
Pets At Home,,Wilmslow,,Pets and goods retailer,"462,646,000"
Prima Hotels,,Wilmslow,,Hotels,"5,237,512"
Big Apple Entertainments,,Wimborne,,Family entertainment centres,"8,524,376"
Schuh,,Wincanton,,Shoes,"146,471,000"
Lakeland Trading,,Windermere,,Gadgets,"141,890,000"
Medina Dairy,,Windsor,,Dairy,"147,686,747"
Global Personals,,Windsor,,Dating websites,"13,692,872"
Thatchers Cider,,Winscombe,,Cider,"22,588,618"
Newhall Publications,,Wirral,,Magazine publisher,"8,447,599"
Financial Express (Holdings),,Woking,,Investment data,"13,384,000"
Con Mech Group,,Woking,,Ground engaging tools,"22,425,594"
Evo Electric,,Woking,,Hybrid energy engineering,N/A
Woking Hospice,,Woking,,Medical practice activities,"5,465,285"
Paycare,,Wolverhampton,,Insurance trading since 1871,"6,678,441"
Trac Group,,Wolverhampton,,Automotive engineer,"29,835,663"
Green Label Foods .,,Woodbridge,,Production of meat and poultry meat products,"82,121,714"
Sip Communications,,Woodford Green,,Internet telephony technology,"2,772,875"
Countrywide Farmers,,Worcester,,Rural supplier of products and services,"205,754,000"
Airkix,,Worcester,,Indoor skydiving,"3,121,841"
Wrfc Trading,,Worcester,,Worcester Warriors RFC - sports arenas stadiums,"8,449,841"
Pentakan Group,,Worcester,,Bars,"22,391,282"
Marlin Financial Group,,Worthing,,Debt purchaser,"4,443,097"
Classic Collection Holidays,,Worthing,,Travel agencies and tour operators,"41,190,894"
Marlin Industries,,Wrexham,,Timber cable drums,"7,418,966"
Gtl Resources,,Yarm,,Organic chemicals,"216,627,000"
Rapier Employment,,Yateley,,Labour recruitment,"22,571,980"
Portakabin,,York,,Temporary building services,"174,327,000"
Pavers,,York,,Shoes manufacturer and retailer,"49,693,118"
Trustmarque Solutions,,York,,IT infrastructure & software solutions,"107,735,424"
